184	329
285	213
185	290
13	261
204	5
109	26
169	40
194	196
85	156
67	55
98	285
123	342
118	283
45	67
80	48
162	343
272	21
271	133
67	297
13	118
115	28
230	23
58	269
25	169
80	57
135	197
203	161
275	218
285	170
314	199
126	48
36	320
137	167
140	326
130	48
302	94
315	80
101	80
23	227
92	194
2	20
72	252
323	96
91	8
143	177
200	30
257	26
331	324
142	322
188	104
239	276
23	61
325	21
204	94
346	194
223	186
56	252
113	142
26	21
285	323
290	176
93	167
276	122
96	133
41	243
188	304
200	170
232	200
235	5
6	89
171	107
257	169
224	232
271	79
113	66
56	103
59	271
40	213
158	26
211	82
285	208
119	285
26	9
40	133
143	175
56	132
45	221
212	344
285	315
301	324
21	170
326	214
281	159
281	251
109	67
25	232
59	56
92	180
122	284
322	48
290	323
250	59
106	29
274	341
249	302
118	239
111	337
252	109
56	55
80	266
252	134
104	67
94	346
141	280
325	161
322	203
96	274
158	315
199	98
134	132
280	98
254	187
329	269
297	21
100	150
110	264
266	330
171	150
322	45
72	165
344	257
184	21
119	332
257	236
277	324
329	119
225	86
232	56
291	224
53	196
315	213
322	136
181	152
141	257
180	80
26	199
45	104
332	67
303	45
250	252
98	148
185	55
295	239
325	98
252	113
188	315
55	203
137	111
224	200
194	80
295	104
17	140
232	212
249	24
200	323
203	65
259	201
161	56
119	252
238	82
197	251
105	272
291	332
289	137
195	306
313	26
108	21
98	203
260	160
346	204
271	21
334	113
172	238
299	48
1	194
175	321
261	223
10	169
185	315
67	136
203	211
329	272
203	297
212	239
161	118
170	250
225	227
324	118
98	104
318	119
291	72
38	141
156	295
31	51
123	334
251	284
19	312
203	67
235	21
68	177
227	177
281	108
280	188
144	14
126	88
315	249
232	40
131	99
103	271
119	185
7	22
231	178
21	223
194	266
127	284
322	56
123	67
299	346
144	23
56	75
144	343
98	122
31	291
272	108
118	26
232	298
13	172
184	135
200	75
203	82
280	121
177	278
236	297
26	265
331	56
298	40
262	220
314	342
127	36
94	53
186	178
41	230
118	268
185	274
161	252
199	203
299	24
175	99
325	252
87	161
239	234
302	194
252	29
142	158
88	73
20	44
3	72
278	86
44	343
143	131
50	277
203	200
72	200
252	200
280	332
254	101
161	21
328	275
91	193
248	169
9	276
258	141
303	236
82	331
97	230
113	132
53	260
23	175
186	345
184	139
239	323
291	213
188	170
62	276
170	315
143	278
188	323
25	158
56	66
123	98
284	36
303	109
25	176
104	123
124	170
174	112
325	222
290	56
3	142
300	130
109	324
251	108
218	328
128	322
26	203
252	13
149	115
111	312
119	313
68	175
186	9
128	313
330	242
211	331
72	26
257	315
236	105
213	87
21	342
224	122
115	312
332	158
26	308
13	238
159	172
92	24
207	56
278	225
115	226
56	119
26	232
232	231
172	252
159	127
68	225
231	9
23	245
322	60
141	39
266	53
176	239
162	326
304	161
169	56
322	1
1	133
115	14
313	199
90	179
346	320
113	342
142	122
148	119
320	127
118	211
280	231
14	226
281	284
239	325
9	304
30	48
187	302
260	126
88	48
103	339
56	62
188	25
73	331
272	304
24	266
67	290
271	172
172	211
57	277
118	331
67	188
278	46
113	119
320	184
134	66
51	237
322	130
56	332
199	315
25	231
56	272
315	291
266	196
133	141
177	175
24	180
243	216
249	187
119	217
85	188
187	101
309	320
36	197
87	315
322	161
28	151
177	131
239	203
187	92
299	94
280	304
31	339
56	221
179	145
48	54
3	122
203	331
53	254
98	113
313	239
126	322
21	9
67	119
25	76
83	31
188	165
137	41
341	9
271	332
315	133
312	262
157	124
232	158
3	188
218	181
239	232
152	4
340	7
327	95
59	239
248	26
249	254
59	268
82	158
322	85
169	334
252	65
120	247
334	21
325	13
226	2
119	176
280	290
277	186
118	200
9	67
148	109
248	53
325	186
323	103
197	320
24	194
342	13
298	265
285	313
22	339
128	26
178	213
213	246
334	339
342	56
67	75
330	249
25	119
67	186
29	338
291	272
122	128
142	271
119	122
194	101
299	187
13	98
103	169
266	242
257	280
94	80
59	186
143	227
239	322
142	31
332	331
313	315
177	225
72	113
324	136
50	314
277	175
40	280
178	88
346	196
21	332
325	265
342	98
148	50
170	128
141	291
200	67
324	22
108	36
119	271
280	252
21	142
94	320
45	122
1	48
136	56
123	186
115	140
26	122
199	238
227	68
322	323
200	199
116	149
185	103
115	262
30	9
276	98
341	322
98	261
142	277
211	56
80	300
196	330
194	180
242	249
257	25
304	224
204	130
96	190
345	285
230	307
56	203
204	92
141	199
150	163
247	29
25	104
242	53
186	203
56	122
246	339
223	172
73	48
185	322
50	113
276	236
282	244
211	272
148	113
211	128
184	281
344	104
338	203
29	118
176	26
55	170
69	26
277	332
271	25
213	345
304	203
72	232
127	21
208	188
312	14
72	56
40	231
127	281
319	89
328	4
94	315
339	129
188	56
199	325
317	132
274	75
248	67
186	45
291	188
25	148
277	325
211	13
100	323
246	315
21	105
170	342
226	28
334	132
190	23
322	118
199	239
318	261
113	271
297	188
264	91
326	28
113	26
339	87
104	186
346	101
239	122
199	172
67	272
347	129
127	108
25	252
272	9
233	256
326	116
239	26
333	149
197	272
104	200
223	271
242	204
188	239
342	211
125	119
45	200
303	322
5	180
297	322
199	56
195	4
238	203
67	62
315	203
170	268
128	271
111	310
62	142
14	151
313	60
92	94
21	277
48	203
180	48
40	334
239	119
252	103
333	343
203	170
303	221
56	9
59	252
327	89
186	62
85	271
265	67
175	86
272	236
236	88
329	150
99	68
106	169
325	172
156	67
180	187
82	118
166	202
95	319
172	29
178	30
342	63
113	67
277	55
284	197
324	332
272	285
142	285
131	227
322	246
204	53
271	276
338	31
275	195
1	299
308	21
188	30
55	239
261	123
161	26
242	180
31	200
119	208
297	280
142	104
269	119
346	127
7	38
271	322
22	277
82	56
272	297
155	157
69	25
20	115
168	7
236	271
53	191
19	293
158	339
84	82
53	54
275	78
203	268
144	151
64	171
4	306
13	236
199	128
277	120
108	320
178	345
213	272
82	148
221	285
56	334
181	275
56	298
147	95
185	22
212	172
13	148
54	1
40	271
239	109
304	109
109	158
261	313
236	69
25	72
306	275
222	118
315	322
112	19
142	9
133	236
9	334
146	50
304	257
186	285
169	318
20	226
300	346
291	258
82	13
94	24
44	312
276	200
313	98
53	317
26	271
297	9
67	323
168	22
329	197
226	312
59	261
56	60
232	21
194	204
169	26
30	322
21	119
302	330
237	84
243	167
323	3
121	206
271	141
308	246
324	150
148	229
226	41
297	323
104	26
116	312
9	85
9	199
320	300
218	273
69	304
291	7
324	119
17	116
87	246
109	322
30	73
186	200
249	194
54	329
25	141
188	26
315	323
25	297
242	158
108	184
203	308
44	111
142	303
138	19
339	148
324	213
285	164
265	331
323	341
299	180
242	80
285	117
252	123
51	83
214	116
252	322
161	258
248	21
56	212
116	140
325	59
186	170
257	272
53	332
295	212
13	223
265	239
334	165
254	330
223	199
21	136
174	19
213	96
9	280
315	98
129	31
88	164
240	23
325	26
285	277
98	128
224	332
297	200
29	231
1	88
221	322
98	59
315	128
334	277
272	185
309	281
122	280
331	271
119	280
22	87
119	128
103	136
204	249
329	106
341	56
334	304
265	223
272	271
149	2
315	26
130	73
95	89
186	21
206	178
322	62
226	116
77	40
325	200
161	9
88	106
136	304
170	260
130	88
80	92
322	88
91	110
188	342
53	330
67	252
172	118
20	41
248	200
308	338
96	224
98	272
211	222
150	64
224	67
304	98
310	137
132	158
219	319
308	7
315	121
41	115
106	231
169	315
67	325
26	55
156	188
277	170
258	188
239	67
332	208
312	305
110	259
170	271
66	67
341	188
200	9
199	113
67	271
134	67
115	116
94	254
227	86
67	26
118	342
220	115
261	297
252	82
189	100
101	266
101	302
67	280
30	236
322	308
119	82
100	217
111	20
122	123
94	180
322	21
314	82
158	22
239	169
223	342
184	36
311	325
208	291
56	222
56	313
272	277
199	134
9	119
88	80
185	280
25	199
200	113
184	57
285	303
299	92
13	313
322	276
5	187
119	26
60	291
9	156
141	304
322	158
203	325
7	65
129	291
204	266
252	265
64	119
119	325
9	66
142	109
213	53
99	102
280	105
251	135
312	220
277	98
26	304
315	280
144	17
5	315
125	169
224	213
99	23
136	122
236	121
56	277
82	170
41	17
313	170
199	291
324	199
188	9
132	45
130	25
75	304
291	169
6	147
21	121
8	264
88	303
25	280
299	249
113	25
186	128
302	315
313	342
203	261
30	329
310	151
303	132
153	280
105	257
224	9
104	169
274	40
339	313
122	31
308	323
186	221
40	315
224	276
161	271
111	17
252	186
203	285
189	64
203	118
308	87
169	122
67	128
178	322
156	122
280	142
26	40
204	57
248	119
186	239
189	150
128	252
132	119
239	261
122	203
277	159
41	116
315	324
280	239
251	21
109	21
25	277
186	322
313	118
285	185
332	200
142	134
252	315
40	329
53	101
130	257
118	65
322	257
291	158
77	332
143	68
3	67
297	65
167	32
214	137
132	315
26	298
98	141
19	214
25	200
24	101
119	13
238	211
56	231
143	225
330	204
172	261
62	170
127	251
25	88
136	308
261	314
186	188
200	271
200	26
9	170
122	261
204	329
139	251
62	223
285	196
91	245
315	329
200	280
185	25
13	67
186	323
213	128
67	213
214	41
9	342
252	199
318	123
122	25
297	252
100	269
261	211
322	75
122	55
154	219
75	323
21	236
14	28
178	303
211	103
60	239
203	342
271	199
342	165
7	322
322	242
123	26
187	346
322	329
113	313
104	203
198	166
142	56
116	144
295	26
211	285
344	67
329	16
122	303
53	249
82	199
48	330
346	130
109	203
152	275
296	175
101	330
165	113
82	59
342	261
142	334
291	87
72	272
342	277
271	176
298	271
21	281
67	277
343	19
134	304
304	122
304	56
41	144
101	204
182	97
111	214
329	27
295	9
188	277
213	122
101	94
67	72
315	56
304	67
20	312
332	16
252	122
9	113
79	188
56	40
277	213
204	80
13	239
113	325
211	29
141	40
118	56
91	259
67	21
50	203
168	291
196	92
213	161
254	204
227	102
186	142
331	16
93	310
266	254
148	272
169	332
80	299
26	98
127	139
223	200
113	172
261	345
303	345
309	127
165	169
103	98
310	167
227	296
325	268
285	304
239	25
169	277
334	188
134	203
325	223
119	50
329	308
79	26
336	25
9	79
299	254
82	261
203	334
19	17
26	236
161	199
39	121
277	291
169	5
322	250
322	339
45	142
141	62
1	119
115	326
189	119
236	304
339	277
304	239
40	304
232	9
308	22
200	304
312	17
280	26
257	295
103	25
49	241
170	332
40	29
313	271
56	276
41	14
118	277
108	159
315	223
285	9
118	304
8	201
332	122
212	40
57	24
186	222
310	41
41	151
320	272
67	322
103	7
328	78
79	67
313	252
119	150
229	334
309	184
229	109
67	25
170	185
110	8
81	269
104	122
141	26
25	272
200	56
158	113
212	252
29	16
315	105
341	304
122	272
232	276
236	122
330	92
332	231
99	278
77	117
324	252
122	170
82	121
236	224
159	320
277	208
249	346
136	120
50	331
281	320
337	41
242	101
325	122
30	331
119	331
294	277
308	213
252	79
109	104
40	224
180	196
122	342
169	142
147	319
271	239
99	263
323	332
254	346
132	277
324	238
248	311
230	71
223	246
56	291
253	182
20	162
94	187
67	303
272	40
195	218
142	297
140	214
214	14
130	53
225	99
330	299
21	165
238	59
302	346
267	23
143	46
315	211
98	252
231	172
325	40
239	123
239	66
171	189
277	252
226	326
122	161
281	272
249	101
186	56
148	176
104	21
284	135
310	337
25	51
325	158
68	263
113	277
100	163
320	135
314	96
40	142
26	291
39	21
9	72
232	133
252	308
27	119
25	283
228	283
343	116
131	278
169	9
345	21
5	87
172	72
53	180
261	67
224	148
113	239
127	272
113	203
165	200
342	265
302	53
203	29
82	172
111	41
172	103
122	344
268	82
314	236
332	109
252	66
322	345
2	312
300	299
128	248
85	170
132	311
332	10
25	84
119	163
172	265
146	339
303	56
25	40
322	170
323	258
142	123
202	329
9	134
141	276
273	181
297	324
109	285
105	69
188	21
25	9
1	126
170	26
94	249
271	211
276	133
329	9
290	342
315	136
242	24
5	316
271	297
242	254
217	171
109	169
180	266
78	306
242	132
224	322
122	235
329	320
28	140
88	336
21	280
87	322
337	32
252	272
113	304
40	277
341	203
181	328
119	229
40	317
98	170
251	320
304	332
67	185
30	213
188	75
307	40
161	39
57	108
25	285
146	136
41	140
80	346
40	239
133	26
51	23
169	128
281	197
322	26
7	31
62	199
140	312
4	275
314	313
113	121
25	39
259	193
197	21
167	337
203	119
67	10
252	31
146	148
224	25
317	101
315	9
148	105
188	290
277	280
341	62
9	277
122	188
257	39
4	218
102	263
53	146
57	346
186	26
252	285
322	260
98	25
337	93
291	232
272	75
84	83
79	25
343	41
271	325
82	313
192	205
323	56
304	66
123	82
26	332
242	299
239	277
328	195
339	152
214	115
7	347
311	277
239	338
177	99
169	113
67	313
109	295
55	261
315	236
301	47
165	39
185	200
180	204
312	343
98	186
271	265
133	183
98	82
334	308
334	50
109	271
252	223
26	62
211	223
122	271
224	133
325	56
285	56
309	197
272	156
75	170
62	122
158	67
170	67
93	137
277	304
9	148
180	254
272	258
271	9
172	329
274	323
115	192
172	26
69	9
137	17
322	199
5	213
82	325
98	119
289	214
118	252
122	21
188	252
285	342
245	259
195	273
224	271
224	26
25	31
85	274
271	315
239	200
319	6
322	188
302	242
329	178
199	67
315	339
67	223
322	280
98	118
304	252
322	232
103	200
304	211
21	40
19	289
41	28
213	332
172	332
284	329
227	263
285	261
21	159
73	25
325	342
119	277
314	161
214	333
232	280
121	169
342	271
331	186
252	104
325	25
84	265
302	204
25	105
225	175
238	134
82	67
237	23
21	13
200	324
31	109
67	169
192	52
258	295
238	261
39	105
329	280
236	213
67	236
188	142
119	297
340	324
188	224
58	107
237	25
304	7
65	25
62	318
345	252
313	325
232	199
147	219
67	308
13	271
63	56
284	320
312	214
118	271
264	259
172	16
100	64
106	238
318	236
132	40
67	324
162	312
239	170
59	211
136	213
61	193
204	277
98	258
280	271
272	239
128	334
80	249
186	303
223	188
285	10
130	62
109	314
243	337
231	213
122	186
16	82
94	266
342	199
266	187
20	326
277	10
200	79
170	25
296	263
130	191
213	322
6	219
128	172
236	322
298	72
25	56
346	242
67	285
133	280
80	213
16	118
119	100
252	142
347	304
25	331
227	278
146	317
212	72
139	284
274	3
333	226
26	185
92	266
334	67
99	227
246	340
130	213
199	298
94	242
62	98
188	113
201	91
239	213
84	304
109	122
277	315
313	211
181	78
21	323
203	172
142	332
184	127
109	50
332	48
4	273
194	94
36	281
28	116
322	277
323	280
257	40
258	40
121	69
320	57
322	38
62	261
315	67
14	149
252	169
113	291
38	117
80	173
21	31
25	270
25	21
134	113
230	253
199	231
95	6
162	116
323	271
323	170
341	170
84	276
118	67
203	142
13	56
258	85
322	285
344	311
313	39
173	34
26	13
137	32
98	291
268	271
151	312
109	13
122	277
99	143
156	5
117	280
214	17
314	271
98	67
122	176
291	248
21	123
261	148
271	290
185	9
30	224
28	149
194	187
168	158
40	203
212	26
196	254
248	158
277	109
180	101
200	334
236	141
326	41
271	148
115	144
268	211
252	21
115	17
169	280
271	291
172	56
92	254
273	306
13	265
345	45
9	141
122	113
214	230
249	92
252	261
82	29
122	297
339	260
72	199
48	271
31	280
322	40
116	2
136	246
161	67
310	243
223	128
67	31
55	252
77	294
84	313
79	119
143	35
105	119
222	82
200	274
219	89
261	265
172	40
93	32
104	55
342	322
25	221
323	277
53	315
41	44
142	315
101	92
13	304
271	318
75	85
156	258
188	176
146	119
261	119
213	242
163	249
155	23
248	265
309	251
109	98
88	242
298	172
142	200
106	332
229	190
243	137
25	236
170	334
223	56
79	272
199	288
246	304
222	240
346	180
170	211
132	72
104	271
133	322
53	194
7	339
149	144
122	315
166	173
175	102
5	158
98	56
346	330
325	238
339	65
185	79
236	1
265	118
200	236
285	113
337	137
251	122
137	326
3	9
26	285
10	200
290	277
134	334
26	223
59	172
188	272
7	87
291	231
224	315
223	313
339	291
58	171
111	93
113	40
72	329
342	252
272	184
14	326
140	144
48	199
200	21
239	72
321	143
104	212
98	238
299	302
62	224
131	225
203	128
67	40
123	55
200	322
56	213
19	319
2	326
271	238
206	260
296	68
227	19
333	162
104	277
122	9
9	133
41	312
323	10
203	324
23	124
119	200
78	195
306	218
104	239
347	22
271	212
231	77
122	66
248	236
343	214
21	315
217	150
92	302
277	168
14	343
318	334
27	324
231	329
86	177
203	277
89	19
297	109
31	304
13	59
213	303
258	75
272	178
111	326
318	82
56	261
238	313
322	169
31	84
239	231
319	327
224	324
272	141
303	239
185	148
66	26
197	159
323	109
96	62
265	211
130	277
9	291
88	53
298	212
309	284
239	285
227	175
188	185
69	39
237	83
65	13
25	26
339	347
60	158
280	39
93	41
238	252
187	242
48	302
113	56
78	4
271	72
172	268
118	238
144	312
113	186
332	285
277	134
197	184
19	41
346	266
315	7
20	343
306	181
184	251
315	304
85	272
181	4
180	302
271	186
193	8
134	248
122	232
142	26
92	53
118	59
14	310
13	199
239	98
122	67
26	323
308	66
156	235
122	281
56	271
173	202
66	334
271	63
142	239
147	89
25	246
252	170
749	759
0	1
0	2
0	3
0	4
0	5
0 	6
0	7
0	8
0	9
0	10
0	11
0	12
0	13
0	14
13	7
2	9
5	1
329	13
14	281
66	334
199	22
22	156
156	281	
